,Country of birth of person,Years spent in Australia,Age group,Sex,Long-term health condition (LTHC),Number of people reporting LTHC(s),Population,Age-specific percentage of population reporting LTHC(s),Language used at home,Proficiency in spoken English,Region_class,Subregion_class
24170,Fiji,Not specified,45–64,Female,Heart disease,0.0,0.0,0.0,Fijian Hindustani,Not well or Not at all,Oceania and Antarctica,Polynesia
24171,Fiji,Not specified,65 and over,Persons,Heart disease,0.0,0.0,0.0,Fijian Hindustani,Not well or Not at all,Oceania and Antarctica,Polynesia
24172,Fiji,Not specified,65 and over,Male,Heart disease,0.0,0.0,0.0,Fijian Hindustani,Not well or Not at all,Oceania and Antarctica,Polynesia
24173,Fiji,Not specified,65 and over,Female,Heart disease,0.0,0.0,0.0,Fijian Hindustani,Not well or Not at all,Oceania and Antarctica,Polynesia
24174,"Southern Asia, nfd",Not specified,00–44,Persons,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well,Southern and Central Asia,Southern Asia
24175,"Southern Asia, nfd",Not specified,00–44,Male,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well,Southern and Central Asia,Southern Asia
24176,"Southern Asia, nfd",Not specified,00–44,Female,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well,Southern and Central Asia,Southern Asia
24177,"Southern Asia, nfd",Not specified,45–64,Persons,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well,Southern and Central Asia,Southern Asia
24178,"Southern Asia, nfd",Not specified,45–64,Male,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well,Southern and Central Asia,Southern Asia
24179,"Southern Asia, nfd",Not specified,45–64,Female,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well,Southern and Central Asia,Southern Asia
24180,"Southern Asia, nfd",Not specified,65 and over,Persons,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well,Southern and Central Asia,Southern Asia
24181,"Southern Asia, nfd",Not specified,65 and over,Male,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well,Southern and Central Asia,Southern Asia
24182,"Southern Asia, nfd",Not specified,65 and over,Female,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well,Southern and Central Asia,Southern Asia
24183,"Southern Asia, nfd",Not specified,00–44,Persons,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Not well or Not at all,Southern and Central Asia,Southern Asia
24184,"Southern Asia, nfd",Not specified,00–44,Male,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Not well or Not at all,Southern and Central Asia,Southern Asia
24185,"Southern Asia, nfd",Not specified,00–44,Female,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Not well or Not at all,Southern and Central Asia,Southern Asia
24186,"Southern Asia, nfd",Not specified,45–64,Persons,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Not well or Not at all,Southern and Central Asia,Southern Asia
24187,"Southern Asia, nfd",Not specified,45–64,Male,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Not well or Not at all,Southern and Central Asia,Southern Asia
24188,"Southern Asia, nfd",Not specified,45–64,Female,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Not well or Not at all,Southern and Central Asia,Southern Asia
24189,"Southern Asia, nfd",Not specified,65 and over,Persons,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Not well or Not at all,Southern and Central Asia,Southern Asia
24190,"Southern Asia, nfd",Not specified,65 and over,Male,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Not well or Not at all,Southern and Central Asia,Southern Asia
24191,"Southern Asia, nfd",Not specified,65 and over,Female,Heart disease,0.0,0.0,0.0,"Indo-Aryan, nec",Not well or Not at all,Southern and Central Asia,Southern Asia
24192,"Southern Asia, nfd",Not specified,00–44,Persons,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Very well or well,Southern and Central Asia,Southern Asia
24193,"Southern Asia, nfd",Not specified,00–44,Male,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Very well or well,Southern and Central Asia,Southern Asia
24194,"Southern Asia, nfd",Not specified,00–44,Female,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Very well or well,Southern and Central Asia,Southern Asia
24195,"Southern Asia, nfd",Not specified,45–64,Persons,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Very well or well,Southern and Central Asia,Southern Asia
24196,"Southern Asia, nfd",Not specified,45–64,Male,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Very well or well,Southern and Central Asia,Southern Asia
24197,"Southern Asia, nfd",Not specified,45–64,Female,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Very well or well,Southern and Central Asia,Southern Asia
24198,"Southern Asia, nfd",Not specified,65 and over,Persons,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Very well or well,Southern and Central Asia,Southern Asia
24199,"Southern Asia, nfd",Not specified,65 and over,Male,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Very well or well,Southern and Central Asia,Southern Asia
24200,"Southern Asia, nfd",Not specified,65 and over,Female,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Very well or well,Southern and Central Asia,Southern Asia
24201,"Southern Asia, nfd",Not specified,00–44,Persons,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Not well or Not at all,Southern and Central Asia,Southern Asia
24202,"Southern Asia, nfd",Not specified,00–44,Male,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Not well or Not at all,Southern and Central Asia,Southern Asia
24203,"Southern Asia, nfd",Not specified,00–44,Female,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Not well or Not at all,Southern and Central Asia,Southern Asia
24204,"Southern Asia, nfd",Not specified,45–64,Persons,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Not well or Not at all,Southern and Central Asia,Southern Asia
24205,"Southern Asia, nfd",Not specified,45–64,Male,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Not well or Not at all,Southern and Central Asia,Southern Asia
24206,"Southern Asia, nfd",Not specified,45–64,Female,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Not well or Not at all,Southern and Central Asia,Southern Asia
24207,"Southern Asia, nfd",Not specified,65 and over,Persons,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Not well or Not at all,Southern and Central Asia,Southern Asia
24208,"Southern Asia, nfd",Not specified,65 and over,Male,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Not well or Not at all,Southern and Central Asia,Southern Asia
24209,"Southern Asia, nfd",Not specified,65 and over,Female,Heart disease,0.0,0.0,0.0,Other Southern Asian Languages,Not well or Not at all,Southern and Central Asia,Southern Asia
24210,"South-East Asia, nfd",Not specified,00–44,Persons,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Very well or well,South-East Asia,South-East Asia (nfd)
24211,"South-East Asia, nfd",Not specified,00–44,Male,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Very well or well,South-East Asia,South-East Asia (nfd)
24212,"South-East Asia, nfd",Not specified,00–44,Female,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Very well or well,South-East Asia,South-East Asia (nfd)
24213,"South-East Asia, nfd",Not specified,45–64,Persons,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Very well or well,South-East Asia,South-East Asia (nfd)
24214,"South-East Asia, nfd",Not specified,45–64,Male,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Very well or well,South-East Asia,South-East Asia (nfd)
24215,"South-East Asia, nfd",Not specified,45–64,Female,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Very well or well,South-East Asia,South-East Asia (nfd)
24216,"South-East Asia, nfd",Not specified,65 and over,Persons,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Very well or well,South-East Asia,South-East Asia (nfd)
24217,"South-East Asia, nfd",Not specified,65 and over,Male,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Very well or well,South-East Asia,South-East Asia (nfd)
24218,"South-East Asia, nfd",Not specified,65 and over,Female,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Very well or well,South-East Asia,South-East Asia (nfd)
24219,"South-East Asia, nfd",Not specified,00–44,Persons,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Not well or Not at all,South-East Asia,South-East Asia (nfd)
24220,"South-East Asia, nfd",Not specified,00–44,Male,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Not well or Not at all,South-East Asia,South-East Asia (nfd)
24221,"South-East Asia, nfd",Not specified,00–44,Female,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Not well or Not at all,South-East Asia,South-East Asia (nfd)
24222,"South-East Asia, nfd",Not specified,45–64,Persons,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Not well or Not at all,South-East Asia,South-East Asia (nfd)
24223,"South-East Asia, nfd",Not specified,45–64,Male,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Not well or Not at all,South-East Asia,South-East Asia (nfd)
24224,"South-East Asia, nfd",Not specified,45–64,Female,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Not well or Not at all,South-East Asia,South-East Asia (nfd)
24225,"South-East Asia, nfd",Not specified,65 and over,Persons,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Not well or Not at all,South-East Asia,South-East Asia (nfd)
24226,"South-East Asia, nfd",Not specified,65 and over,Male,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Not well or Not at all,South-East Asia,South-East Asia (nfd)
24227,"South-East Asia, nfd",Not specified,65 and over,Female,Heart disease,0.0,0.0,0.0,"Southeast Asian Languages, nfd",Not well or Not at all,South-East Asia,South-East Asia (nfd)
24228,Myanmar,Not specified,00–44,Persons,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Very well or well,South-East Asia,Mainland South-East Asia
24229,Myanmar,Not specified,00–44,Male,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Very well or well,South-East Asia,Mainland South-East Asia
24230,Myanmar,Not specified,00–44,Female,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Very well or well,South-East Asia,Mainland South-East Asia
24231,Myanmar,Not specified,45–64,Persons,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Very well or well,South-East Asia,Mainland South-East Asia
24232,Myanmar,Not specified,45–64,Male,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Very well or well,South-East Asia,Mainland South-East Asia
24233,Myanmar,Not specified,45–64,Female,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Very well or well,South-East Asia,Mainland South-East Asia
24234,Myanmar,Not specified,65 and over,Persons,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Very well or well,South-East Asia,Mainland South-East Asia
24235,Myanmar,Not specified,65 and over,Male,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Very well or well,South-East Asia,Mainland South-East Asia
24236,Myanmar,Not specified,65 and over,Female,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Very well or well,South-East Asia,Mainland South-East Asia
24237,Myanmar,Not specified,00–44,Persons,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Not well or Not at all,South-East Asia,Mainland South-East Asia
24238,Myanmar,Not specified,00–44,Male,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Not well or Not at all,South-East Asia,Mainland South-East Asia
24239,Myanmar,Not specified,00–44,Female,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Not well or Not at all,South-East Asia,Mainland South-East Asia
24240,Myanmar,Not specified,45–64,Persons,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Not well or Not at all,South-East Asia,Mainland South-East Asia
24241,Myanmar,Not specified,45–64,Male,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Not well or Not at all,South-East Asia,Mainland South-East Asia
24242,Myanmar,Not specified,45–64,Female,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Not well or Not at all,South-East Asia,Mainland South-East Asia
24243,Myanmar,Not specified,65 and over,Persons,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Not well or Not at all,South-East Asia,Mainland South-East Asia
24244,Myanmar,Not specified,65 and over,Male,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Not well or Not at all,South-East Asia,Mainland South-East Asia
24245,Myanmar,Not specified,65 and over,Female,Heart disease,0.0,0.0,0.0,"Burmese and Related Languages, nfd",Not well or Not at all,South-East Asia,Mainland South-East Asia
24246,Myanmar,Not specified,00–44,Persons,Heart disease,24.0,9152.0,0.262237762,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
24247,Myanmar,Not specified,00–44,Male,Heart disease,10.0,4418.0,0.226346763,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
24248,Myanmar,Not specified,00–44,Female,Heart disease,14.0,4734.0,0.295732995,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
24249,Myanmar,Not specified,45–64,Persons,Heart disease,93.0,3015.0,3.084577114,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
24250,Myanmar,Not specified,45–64,Male,Heart disease,64.0,1516.0,4.221635884,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
24251,Myanmar,Not specified,45–64,Female,Heart disease,29.0,1499.0,1.934623082,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
24252,Myanmar,Not specified,65 and over,Persons,Heart disease,228.0,1649.0,13.82656155,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
24253,Myanmar,Not specified,65 and over,Male,Heart disease,137.0,822.0,16.66666667,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
24254,Myanmar,Not specified,65 and over,Female,Heart disease,91.0,827.0,11.00362757,Burmese,Very well or well,South-East Asia,Mainland South-East Asia
24255,Myanmar,Not specified,00–44,Persons,Heart disease,23.0,2351.0,0.978307103,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
24256,Myanmar,Not specified,00–44,Male,Heart disease,13.0,1173.0,1.108269395,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
24257,Myanmar,Not specified,00–44,Female,Heart disease,10.0,1178.0,0.848896435,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
24258,Myanmar,Not specified,45–64,Persons,Heart disease,77.0,1525.0,5.049180328,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
24259,Myanmar,Not specified,45–64,Male,Heart disease,25.0,650.0,3.846153846,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
24260,Myanmar,Not specified,45–64,Female,Heart disease,52.0,875.0,5.942857143,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
24261,Myanmar,Not specified,65 and over,Persons,Heart disease,79.0,661.0,11.9515885,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
24262,Myanmar,Not specified,65 and over,Male,Heart disease,38.0,236.0,16.10169492,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
24263,Myanmar,Not specified,65 and over,Female,Heart disease,41.0,425.0,9.647058824,Burmese,Not well or Not at all,South-East Asia,Mainland South-East Asia
24264,Myanmar,Not specified,00–44,Persons,Heart disease,0.0,0.0,0.0,Chin Haka,Very well or well,South-East Asia,Mainland South-East Asia
24265,Myanmar,Not specified,00–44,Male,Heart disease,0.0,0.0,0.0,Chin Haka,Very well or well,South-East Asia,Mainland South-East Asia
24266,Myanmar,Not specified,00–44,Female,Heart disease,0.0,0.0,0.0,Chin Haka,Very well or well,South-East Asia,Mainland South-East Asia
24267,Myanmar,Not specified,45–64,Persons,Heart disease,0.0,0.0,0.0,Chin Haka,Very well or well,South-East Asia,Mainland South-East Asia
24268,Myanmar,Not specified,45–64,Male,Heart disease,0.0,0.0,0.0,Chin Haka,Very well or well,South-East Asia,Mainland South-East Asia
24269,Myanmar,Not specified,45–64,Female,Heart disease,0.0,0.0,0.0,Chin Haka,Very well or well,South-East Asia,Mainland South-East Asia
24270,Myanmar,Not specified,65 and over,Persons,Heart disease,0.0,0.0,0.0,Chin Haka,Very well or well,South-East Asia,Mainland South-East Asia
24271,Myanmar,Not specified,65 and over,Male,Heart disease,0.0,0.0,0.0,Chin Haka,Very well or well,South-East Asia,Mainland South-East Asia
24272,Myanmar,Not specified,65 and over,Female,Heart disease,0.0,0.0,0.0,Chin Haka,Very well or well,South-East Asia,Mainland South-East Asia
24273,Myanmar,Not specified,00–44,Persons,Heart disease,0.0,0.0,0.0,Chin Haka,Not well or Not at all,South-East Asia,Mainland South-East Asia
